"Name";"Domain name";"IP Address";"NumCpu";"MemoryGB";"SSD/GB";"SAS/GB";"NLSAS/GB";"RAW/GB";"Organization";"Organisation prefix";"Services";"PowerState";"Responsible"
"atl-estaff";"srvestaff.gw-ad.local";"192.168.254.118";"2";"8";;;"200";"";"Литвуд";"ЛН";"Estaff";"PoweredOn";""
"host-ask-bridge";"host-ask-bridge";"172.19.180.114|fe80::250:56ff:feae:237f|10.0.0.8|fe80::250:56ff:feae:a721";"2";"2";;"100";;"";"ТД Аскона";"ТДА-ВЭБ";"Web-ASK";"PoweredOn";""
"ask-web-ha-price";"ha-price";"192.168.253.10|fe80::250:56ff:feae:c99a|172.19.0.1|fe80::42:81ff:fe2a:19b5|172.18.0.1|fe80::42:7bff:feef:503";"2";"2";;"100";;"";"ТД Аскона";"ТДА-ОПТ";"WEB";"PoweredOn";""
"atl-srv-dc-01";"srv-dc-01.gw-ad.local";"192.168.254.145";"4";"10";;"100";;"";"";"";"";"PoweredOn";""
"td-1c-web";"1c-web-td.gw-ad.local";"192.168.254.17";"2";"6";"100";;;"";"Биёса, ООО";"БР";"WEB 1C";"PoweredOn";""
"host-ask-dev-elasticsearch";"host-ask-dev-es";"10.0.0.21|fe80::250:56ff:fe85:ddfa|172.19.180.117|fe80::250:56ff:fe85:bed9";"12";"16";;"100";;"";"ТД Аскона";"ТДА-ВЭБ";"Web-ASK";"PoweredOn";""
"atl-rdtsh-01";"atl-rdtsh-01.gw-ad.local";"";"12";"30";"300";;;"";"АТЛАНТА";"К";"";"PoweredOff";""
"ss-ws-01";"ss-ws-01.gw-ad.local";"";"2";"4";;;"200";"";"Софт Слип ООО";"СС";"";"PoweredOff";""
"dbg-ws-01";"dbg-ws-01.gw-ad.local";"";"2";"4";;;"200";"";"Курорт Доброград ООО";"АТ";"WS";"PoweredOff";""
"tda-blockchain-test-02";"blockchain-test-2";"";"1";"4";;;"150";"";"Аскона-Тех";"ЛН-ТЕХ";"Blockchain";"PoweredOff";""
"HostingGW";"localhost.localdomain";"";"1";"2";;"100";;"";"Курорт Доброград";"АТ";"Web";"PoweredOff";""
"atl-sharepoint-2013-mssql";"sharesql.gw-ad.local";"192.168.254.55|fe80::4028:8108:9153:17d9";"8";"16";;"6050";;"";"АТЛАНТА";"К";"MS SQL";"PoweredOn";""
"host-ask-web-infobus-01";"host-ask-web-infobus-01";"172.18.0.1|10.0.0.25|fe80::250:56ff:fe85:e840|192.168.128.1|fe80::42:10ff:fe58:ab19|172.16.58.1|fe80::42:d2ff:fe80:d9fd|172.16.57.1|172.19.180.119|fe80::250:56ff:fe85:7bb8|172.29.0.1|fe80::42:b5ff:fe4d:4a63";"8";"12";;"120";;"";"ТД Аскона";"ТДА-ВЭБ";"Web-ASK";"PoweredOn";""
"ask-cognos-dwh-sql";"AT-COGNOS-DWH.hcaskona.com";"192.168.10.120";"40";"382";"13766";"4096";;"900 800";"Аскона-Век";"АВ-БСП";"Cognos";"PoweredOn";""
"atl-rds-ts-04-oof-test";"ts04t.gw-ad.local";"";"6";"20";;;"350";"";"АТЛАНТА";"К";"RDS";"PoweredOff";"SmetaninAV"
"atl-rds-ts-08";"TS08.gw-ad.local";"";"16";"78";;"460";;"";"АТЛАНТА";"К";"RDS";"PoweredOff";"SmetaninAV"
"ltv-qlik";;"";"4";"16";;;"100";"";"АТЛАНТА";"К";"";"PoweredOff";""
"ask-omni-lk-prod";"prod-omnilk-app01.pos.askona.ru";"172.30.0.1|fe80::42:22ff:feb1:b241";"8";"16";"100";;;"";"ТД Аскона";"ТДА-ДОМ";"";"PoweredOn";""
"host-dobrogradru";"host-dobrogradru";"185.189.16.79|fe80::250:56ff:fe85:e89f";"4";"6";;"100";;"";"Курорт Доброград";"АТ";"Web";"PoweredOn";""
"kz-1c-repository1с";"srv-kz-repository1c.gw-ad.local";"192.168.255.12";"4";"8";;"250";;"";"Аскона Казахстан";"АКЗ";"1С";"PoweredOn";""
"atl-sharepoint-2013-owa";"shareowa.gw-ad.local";"192.168.254.58|fe80::54fc:7522:a907:b8f6";"10";"52";;"250";;"";"АТЛАНТА";"К";"SharePoint";"PoweredOn";""
"ask-vm-hilding";"vm-hilding";"185.189.16.174|fe80::250:56ff:feae:f94";"2";"4";;"200";;"";"ТД Аскона";"ТДА-ОПТ";"Web";"PoweredOn";""
"atl-kaspersky-smg-02";"srv-ksmg-02.gw-ad.local";"192.168.254.199|fe80::250:56ff:fe85:4102";"4";"4";;"100";;"";"АТЛАНТА";"К";"Kaspersky";"PoweredOn";"SmetaninAV"
"atl-exch-cas-01";"cas01.gw-ad.local";"192.168.254.30";"2";"6";;"300";;"";"АТЛАНТА";"К";"Exchange";"PoweredOn";"SmetaninAV"
"atl-sharepoint-2016-mssql";"sharesql2016.gw-ad.local";"192.168.254.20";"2";"16";"450";;;"";"АТЛАНТА";"К";"MS SQL";"PoweredOn";""
"ltv-basis-mebel";"BasisMebel.gw-ad.local";"192.168.254.59";"4";"4";;"199,874042510986";;"";"Литвуд";"ЛН";"";"PoweredOn";""
"ask-marketing-project";"ask-marketing-project";"185.189.16.161|fe80::250:56ff:feae:d494|192.168.10.30|fe80::250:56ff:feae:db95";"4";"4";;"20";"10240";"";"ТД Аскона";"ТДА-МАС";"Web";"PoweredOn";""
"atl-radius-net-01";"npsradius.gw-ad.local";"192.168.254.65|fe80::c01b:61a0:ff79:4971";"4";"4";;"100";;"";"АТЛАНТА";"К";"NPS";"PoweredOn";"SmetaninAV"
"atl-vpn-users-01";"ROS-KVR-VPN_USERS-1";"192.168.254.10";"2";"3";;;"0,125";"";"АТЛАНТА";"К";"VPN";"PoweredOn";"SmetaninAV"
"bitrix-andria";;"";"2";"4";;"19,578125";;"";"Диджитал Адванс";"ДА";"Web";"PoweredOn";""
"dbgp-blockchain-api";"dbgp-bc-api";"172.19.60.1|192.168.255.23|fe80::250:56ff:feae:d0f8";"2";"2";"100";;;"";"Доброград Проперти";"ДП";"";"PoweredOn";""
"atl-sharepoint-2019-mssql";"sharesql2019.gw-ad.local";"192.168.254.194";"2";"8";;"1650";;"";"АТЛАНТА";"К";"MS SQL";"PoweredOn";""
"Host_PKMC_bitrixn";"pkmc.gw-ad.local";"185.189.16.43|fe80::250:56ff:fe9e:2a82";"2";"8";;;"100";"";"ПКМЦ";"АМС";"Web";"PoweredOn";""
"atl-1c-mssql-work03";"srv-mssql1c-03.gw-ad.local";"192.168.254.117";"16";"32";"2400";;;"";"Атланта";"К";"";"PoweredOn";""
"host-MK-Stolica-01";"telemed";"185.189.18.11|fe80::250:56ff:feae:7688";"8";"12";;;"720";"";"";"";"";"PoweredOn";""
"host-ask-bitrix-ha-01n";"host-ask-ha";"185.189.16.141|fe80::250:56ff:feae:ba12|172.19.180.102|fe80::250:56ff:feae:a5b4";"16";"24";"700";;;"";"ТД Аскона";"ТДА-ОПТ";"";"PoweredOn";""
"host-ask-bitrix-beyosa2";"host-ask-beyosa2";"185.189.16.168|fe80::250:56ff:feae:7457|172.19.180.114|fe80::250:56ff:feae:2650";"16";"24";"700";;;"";"Биёса";"БР";"";"PoweredOn";""
"ask-omni-lk-stage";"stage-omni-lk01.korusdev.com";"192.168.10.178|fe80::250:56ff:feae:3885";"4";"8";"200";;;"";"ТД Аскона";"ТДА-ДОМ";"";"PoweredOn";""
"ask-it-ws-04";"ask-it-ws-04.gw-ad.local";"172.19.27.49";"4";"8";;"100";;"";"Аскона-Тех";"ЛН-ТЕХ";"";"PoweredOn";""
"investbitrix24";"investbitrix24";"185.189.16.64|fe80::250:56ff:fe85:9e0d";"6";"8";;"300";;"";"СЗ Аскона Инвест";"СД";"Web";"PoweredOn";""
"atl-jirasrv";"jira.gw-ad.local";"192.168.254.225";"8";"24";;"500";;"";"АТЛАНТА";"К";"Jira";"PoweredOn";"SmetaninAV"
"fud-blockchain-api";"foodcourt-bc-api";"172.19.60.1|192.168.254.157|fe80::250:56ff:feae:132";"2";"2";"100";;;"";"Фудкорт";"ФК";"";"PoweredOn";""
"atl-srv-powerbi";;"";"8";"24";"200";;;"";"АТЛАНТА";"К";"";"PoweredOff";""
"atl-infrastructure-kms-n2";"KMS.gw-ad.local";"192.168.254.6";"4";"4";;"100";;"";"АТЛАНТА";"К";"";"PoweredOn";""
"atl-1c-app-04-all";"1c-app-gw-04.gw-ad.local";"192.168.254.154";"18";"102";"520";;;"";"АТЛАНТА";"К";"1C APP";"PoweredOn";""
"42-test-bitpr";"bitpr";"";"2";"4";;"100";;"";"";"";"";"PoweredOff";""
"askukr-1с-app-03";;"";"8";"12";;"200";;"";"Аскона Украина";"АУ";"1C APP";"PoweredOff";"SmetaninAV"
"host-ask-dev-sql";"host-ask-dev-sql";"10.0.0.22|fe80::250:56ff:fe85:29b2|172.19.180.118|fe80::250:56ff:fe85:8bd7";"12";"20";"1000";;;"";"ТД Аскона";"ТДА-ВЭБ";"Web-ASK";"PoweredOn";""
"atl-rdts-balancing";"srv-rds-balancing.gw-ad.local";"172.19.180.199";"2";"8";"100";;;"";"АТЛАНТА";"К";"RDS";"PoweredOn";"SmetaninAV"
"Win10ttt";;"";"2";"4";"32";;;"";"";"";"";"PoweredOff";""
"ask-it-ws-03";;"";"2";"4";;"200";;"";"АТЛАНТА";"К";"IT-WS";"PoweredOff";""
"atl-rms-01";"srv-rms-host-01.gw-ad.local";"192.168.255.11";"2";"6";;"100";;"";"Атланта";"К";"";"PoweredOn";""
"host-ask-web-dev";"host-ask-web-dev";"185.189.16.66|fe80::250:56ff:fe85:c4e9|172.19.180.116|fe80::250:56ff:feae:56bc|10.0.0.23|fe80::250:56ff:fe85:aa40";"12";"16";"290";;;"";"ТД Аскона";"ТДА-ВЭБ";"Web-ASK";"PoweredOn";""
"host-ask-ha-02";"HostHA02";"185.189.16.38|fe80::250:56ff:fe9e:e5e|192.168.11.2|fe80::250:56ff:fe9e:4b4d";"12";"16";;;"1031,2666015625";"";"ТД Аскона";"ТДА-ОПТ";"Web-HA";"PoweredOn";""
"atl-directum-mssql";"mssqldirectum.gw-ad.local";"192.168.254.231|fe80::ad86:728a:1328:823e";"12";"72";"2350";;;"";"АТЛАНТА";"К";"MS SQL";"PoweredOn";"SmetaninAV"
"atl-it-ws-doronin";"doroninpc.gw-ad.local";"";"4";"8";;;"150";"";"";"";"";"PoweredOff";"DoroninR"
"atl-backup-01";"bv-store-02";"";"4";"6";;"350";;"";"АТЛАНТА";"К";"Veem Backup";"PoweredOff";"SmetaninAV"
"atl-zabbix-servers";"atl-zabbix-servers";"192.168.254.49";"2";"4";;"150";;"";"АТЛАНТА";"К";"Zabbix";"PoweredOn";""
"Host_DBG_bitrix_test";;"";"2";"16";;;"200";"";"Курорт Доброград";"АТ";"Web";"PoweredOff";""
"tda-blockchain-node-gal-01";"bc-node2";"185.189.16.122|192.168.254.132";"2";"4";;"200";;"";"Аскона-Тех";"ЛН-ТЕХ";"Blockchain";"PoweredOn";""
"atl-blockchain-test-01";"blockchain-test-1";"185.189.16.74|192.168.254.88";"1";"4";;;"100";"";"АТЛАНТА";"К";"Blockchain";"PoweredOn";"GalitskiyEM"
"atl-ti-ws-c1025hc-sokolovd";"c1025_2.hcaskona.com";"";"6";"12";;;"765,763671875";"";"АТЛАНТА";"К";"";"PoweredOff";""
"atl-ic-vdi-004";"atl-ic-vdi-004.gw-ad.local";"172.19.27.23";"2";"6";;"100";;"";"Литвуд";"ЛН";"WS-VDI";"PoweredOn";""
"atl-lvs-emulator";"LVS_emulator.gw-ad.local";"";"4";"8";;;"240";"";"АТЛАНТА";"К";"";"PoweredOff";"SmetaninAV"
"ltv-slv-blockchain-node";"bc_node_solvis";"185.189.16.77|192.168.254.187";"4";"4";;"200";;"";"Литвуд";"ЛН";"Blockchain";"PoweredOn";""
"atl-directum-test";"dirtest.gw-ad.local";"";"4";"4";;;"200";"";"АТЛАНТА";"К";"Directum";"PoweredOff";"SmetaninAV"
"atl-rds-econom";"srv-rds-econom.gw-ad.local";"172.19.180.215";"18";"32";"300";;;"";"АТЛАНТА";"К";"RDS";"PoweredOn";"SmetaninAV"
"atl-srv-netmon";"srv-netmon.gw-ad.local";"192.168.254.79";"4";"16";"200";;;"";"ООО Атланта";"К";"";"PoweredOn";"Сметанин А.В,"
"ltv-1c-app-07-erp-dev";"1c-app-07-pmt.gw-ad.local";"192.168.254.120|fe80::3cd7:8a63:5ea9:49fa";"12";"80";;"500";;"";"Литвуд";"ЛН";"1C APP";"PoweredOn";""
"dbgp-blockchain-node";"dbgp-bc-node";"185.189.16.171|192.168.255.24";"4";"4";"200";;;"";"Доброград Проперти";"ДП";"";"PoweredOn";""
"vm-ask-ncloud-bpmimg-01";"bpmimg";"185.189.16.106|fe80::250:56ff:fe85:f3f";"4";"6";;"100";;"";"Аскона-Век";"АВ-ПР";"NextCloud";"PoweredOn";""
"atl-1c-hasp-04";"hasp04.gw-ad.local";"192.168.254.54|fe80::54da:e416:6852:ccb7";"4";"2";;"200";;"";"АТЛАНТА";"К";"1C hasp";"PoweredOn";"SmetaninAV"
"atl-ncloud-01";"ncloud";"185.189.16.107|fe80::250:56ff:fe85:b91b|192.168.254.92|fe80::250:56ff:fe85:2fa1";"4";"8";"400";;;"";"АТЛАНТА";"К";"NextCloud";"PoweredOn";"SmetaninAV"
"host-dobrograd-apartments";"apartments";"185.189.16.83|fe80::24d0:d53e:cb2a:2340";"1";"2";;"30";;"";"Курорт Доброград";"АТ";"Web";"PoweredOn";"d.sokolov"
"atl-rds-ts-12-micros";;"";"6";"26";;"350";;"";"Курорт Доброград";"АТ";"RDS";"PoweredOn";""
"atl-ic-vdi-008";"atl-ic-vdi-008.gw-ad.local";"172.19.27.27";"4";"12";;"100";;"";"Аскона Тех ООО";"ААЛ";"WS-VDI";"PoweredOn";"Синичкин"
"atl-ic-vdi-012";"atl-ic-vdi-012.gw-ad.local";"172.19.27.35";"2";"6";;"100";;"";"АйСи";"ТДД";"WS-VDI";"PoweredOn";""
"atl-1c-app-02-sng";"1c-app-gw-02.gw-ad.local";"192.168.254.156";"18";"78";;"720";;"";"АТЛАНТА";"К";"1C APP";"PoweredOn";"SmetaninAV"
"msk-pkmc-fs";"msk-pkmc-fs.gw-ad.local";"192.168.47.33";"12";"48";;"1224";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"erv-machine";"erv-machine";"192.168.254.184|fe80::250:56ff:feae:a574|172.18.0.1|fe80::42:26ff:fe83:6b22";"4";"6";"100";;;"";"42";"МТ";"";"PoweredOn";""
"dbg_mobile_application_dev";"dbgmobileapplication";"185.189.16.175|fe80::250:56ff:feae:85e8";"4";"4";;"80";;"";"Атланта";"К";"";"PoweredOn";""
"atl-it-ws-oss";"atl-it-ws-oss.gw-ad.local";"172.19.180.141|fe80::24fb:b868:3c1b:2b09";"8";"16";;"200";;"";"АТЛАНТА";"К";"workstation";"PoweredOn";"OdintsovSS"
"atl-dev-rch-master-02";"dev-rch-master-02";"192.168.254.161|fe80::250:56ff:fe9e:bd3";"6";"8";;;"120";"";"АТЛАНТА";"К";"Portal";"PoweredOn";"SmetaninAV"
"atl-sccmss-01";"sccmss01.gw-ad.local";"192.168.254.46";"8";"12";;;"700";"";"АТЛАНТА";"К";"";"PoweredOn";"SmetaninAV"
"atl-srv-adfs-01";"srv-adfs-01.gw-ad.local";"192.168.254.112";"2";"4";;"100";;"";"Атланта";"К";"ADFS";"PoweredOn";""
"vchv-connect-app-volumes";"vchv-connect-01.gw-ad.local";"192.168.254.23";"6";"12";;"100";;"";"АТЛАНТА";"К";"";"PoweredOn";""
"atl-1c-mssql-test";"srv-mssql1c-test.gw-ad.local";"192.168.254.119|fe80::652a:84bb:556a:ac4";"16";"48";"7500";"2200";;"";"Атланта";"К";"";"PoweredOn";""
"atl-radius-ent-01";"nps-1-wifi-enterprise.gw-ad.local";"192.168.254.195";"2";"4";;"100";;"";"АТЛАНТА";"К";"";"PoweredOn";""
"42-webdev01";"42-webdev01";"185.189.16.10|172.20.0.1|fe80::42:d5ff:fe7b:80c4|192.168.32.1|fe80::42:1fff:fe30:1bea|192.168.96.1|fe80::42:caff:fe8a:5bda|192.168.144.1|fe80::42:58ff:feff:43b0|192.168.112.1|fe80::42:f8ff:fea2:ed59|172.23.0.1|fe80::42:acff:fea3:3e6|192.168.128.1|fe80::42:9fff:fe0b:8f9f|172.25.0.1|fe80::42:c4ff:fe34:cd74|172.27.0.1|fe80::42:77ff:fe64:8d39|172.31.0.1|fe80::42:85ff:feeb:ee60|192.168.0.1|fe80::42:aeff:fee6:e386|172.28.0.1|fe80::42:d8ff:fe01:25de|172.29.0.1|fe80::42:3fff:fe0b:d21b|192.168.16.1|fe80::42:ccff:fec2:584c";"4";"8";;"550";;"";"42-sol";"МТ";"";"PoweredOn";""
"atl-s4b-edge-01";"WIN-TUAQ76JF1J9";"fe80::40a3:d2d0:3ca4:97f3|169.254.151.243";"4";"8";;"100";;"";"АТЛАНТА";"К";"";"PoweredOn";""
"ltv-autodesk-license-01";"ATL-AUTODESK.gw-ad.local";"192.168.254.223";"2";"4";;;"100";"";"Литвуд";"ЛН";"";"PoweredOn";""
"atl-ftp-01";;"";"4";"4";;"1399,87404251099";;"";"АТЛАНТА";"К";"FTP";"PoweredOn";"SmetaninAV"
"atl-bitwarden-02";;"";"2";"6";"200";;;"";"АТЛАНТА";"К";"";"PoweredOn";""
"bitrix-stroy-invest";"sezdobrograd";"185.189.16.152|fe80::e18e:38b0:31e2:5b35";"2";"4";;"100";;"";"Билонг";"БЛ";"Web";"PoweredOn";""
"Host-VladimirVodokanal";"host-vlad-vodokanal";"185.189.16.69|fe80::250:56ff:fe85:39f7|192.168.254.207|fe80::250:56ff:fe85:fb99";"2";"4";;"100";;"";"МУП Водоканал";"ВДК";"Web";"PoweredOn";""
"bitrix_crystal-lake";;"";"1";"2";"19,578125";;;"";"ООО ""Полиформ Трейд""";"ПТ";"Web";"PoweredOn";""
"Host_ProDobro";"prodobro";"185.189.16.50|fe80::250:56ff:fe9e:57a2";"2";"4";;;"40";"";"Продобро";"ПД";"Web";"PoweredOn";""
"ask-ubuntu_qasquad";"ubuntu-qasquad";"10.0.0.31|fe80::250:56ff:feae:5a5b|172.20.0.1|fe80::42:56ff:fea6:a625|185.189.16.102|fe80::250:56ff:feae:caeb|172.19.180.125|fe80::250:56ff:feae:be01";"32";"24";;;"500";"";"Аскона-Век";"ТДА-ВЭБ";"";"PoweredOn";""
"Host_sro";"hostsro";"185.189.16.48|fe80::250:56ff:fe9e:5d89";"4";"6";;;"50";"";"Диджитал Адванс";"ДА";"Web";"PoweredOn";""
"atl-1c-hasp-02";"hasp02.gw-ad.local";"192.168.254.52";"4";"2";;"200";;"";"АТЛАНТА";"К";"1C hasp";"PoweredOn";"SmetaninAV"
"atl-dfs-02";"atl-dfs-02.gw-ad.local";"192.168.254.139|fe80::8d43:5c89:63be:a1c2";"2";"4";"100";;;"";"Атланта";"К";"";"PoweredOn";""
"host-handel-mebel";"handel-mebel";"192.168.254.253|fe80::250:56ff:feae:cea6|185.189.16.128|fe80::250:56ff:feae:443a";"2";"4";;;"100";"";"Диджитал Адванс";"ДА";"Web";"PoweredOn";""
"host-cyprus-dev";;"";"2";"4";;"100";;"";"Диджитал Адванс";"ДА";"Web";"PoweredOn";"Тесленко"
"atl-dns-01";"ns1.askonalife.com";"185.189.16.2|fe80::250:56ff:fe9e:28fd";"2";"4";;"16";;"";"АТЛАНТА";"К";"DNS";"PoweredOn";"SmetaninAV"
"atl-radius-ent-02";"nps-2-wifi-enterprise.gw-ad.local";"192.168.254.116";"2";"4";;"100";;"";"АТЛАНТА";"К";"";"PoweredOn";""
"atl-WS-Win10-Gold-image-ic";"WS-GOLD-CLONE.gw-ad.local";"172.19.27.65";"2";"6";;"100";;"";"";"";"";"PoweredOn";""
"host-kipr";"host-kipr";"185.189.16.73|fe80::250:56ff:fe85:eebe";"2";"4";;;"100";"";"Диджитал Адванс";"ДА";"Web";"PoweredOn";""
"bitrix-dolchevita-cms";"dv.digitaladvance.ru";"185.189.16.150|fe80::250:56ff:feae:7d4e";"2";"4";;"100";;"";"Дольче Вита";"АМ";"Web";"PoweredOn";""
"atl-it-ws-efimovyhas";"vm_efimovyhas.gw-ad.local";"";"4";"8";;;"200";"";"";"";"";"PoweredOff";"EfimovyhAS"
"atl-directum-prestima";"hcprest.gw-ad.local";"192.168.254.42";"4";"8";;"285";;"";"АТЛАНТА";"К";"Directum";"PoweredOn";"SmetaninAV"
"atl-1c-hasp-11";"hasp11.gw-ad.local";"";"4";"2";;"200";;"";"АТЛАНТА";"К";"1C hasp";"PoweredOff";"SmetaninAV"
"atl-srv-dc-05";"srv-dc-05.gw-ad.local";"192.168.254.5";"4";"10";"100";;;"";"Атланта";"К";"";"PoweredOn";""
"atl-vdi-2k16-01";"atl-vdi-2k16-01.gw-ad.local";"172.19.180.209";"12";"40";"300";;;"";"Аскона Украина";"ТДА-СНГ";"";"PoweredOn";""
"atl-1c-hasp-10";"hasp10.gw-ad.local";"";"4";"2";;;"200";"";"АТЛАНТА";"К";"1C hasp";"PoweredOff";"SmetaninAV"
"atl-test-centos9-gavrilov";"ansible";"192.168.253.7";"12";"16";;"100";;"";"Атланта";"К";"";"PoweredOn";"Gavrilovas"
"host-ask-sql-01n";"host-ask-sql-01n";"172.19.180.104|fe80::250:56ff:fe85:d48b|10.0.0.14|fe80::250:56ff:fe85:a886";"40";"128";"300";;;"";"ТД Аскона";"ТДА-ВЭБ";"Web-ASK";"PoweredOn";""
"42s-web-central";"42s-web-central";"192.168.254.34|fe80::250:56ff:feae:c225|185.189.16.158|fe80::250:56ff:feae:44ab|172.16.57.1|fe80::42:d5ff:fee7:105d|172.16.58.1|fe80::42:20ff:fe7b:d0d4";"2";"4";;"100";;"";"42-sol";"МТ";"";"PoweredOn";""
"atl-radius-net-03";"radius-net-03.gw-ad.local";"192.168.254.68|fe80::38f1:dc09:2bac:6fc2";"4";"8";;;"100";"";"Атланта";"К";"Радиус-для тестов";"PoweredOn";"Комаров"
"bitrix-dev-dolcevita";"dv.digitaladvance.ru";"185.189.16.155|fe80::250:56ff:feae:afc6";"2";"4";;"100";;"";"Дотьче-Вита";"АМ";"";"PoweredOn";""
"atl-ncloud-office-01";"office";"";"4";"6";"100";;;"";"АТЛАНТА";"К";"NextCloud";"PoweredOff";"SmetaninAV"
"atl-1c-hasp-13-web";;"";"4";"2";;;"200";"";"АТЛАНТА";"К";"1C hasp";"PoweredOff";"SmetaninAV"
"ltv-nifi-01";"ltv-nifi-01";"";"10";"32";"455";"100";;"";"";"";"";"PoweredOff";""
"atl-directum-hopup";"dirhopup.gw-ad.local";"";"4";"6";;;"127,001953125";"";"АТЛАНТА";"К";"Directum";"PoweredOff";"SmetaninAV"
"atl-ic-vdi-005";"atl-ic-vdi-005.gw-ad.local";"172.19.27.29";"2";"6";;"100";;"";"";"";"WS-VDI";"PoweredOn";"Mezhevova"
"atl-power-bi";"srvpowerbi.gw-ad.local";"";"4";"6";;;"100";"";"АТЛАНТА";"К";"";"PoweredOff";"SmetaninAV"
"atl-lic-rds";"srv-lic-rds.gw-ad.local";"172.19.180.195";"2";"8";"100";;;"";"АТЛАНТА";"К";"";"PoweredOn";"SmetaninAV"
"atl-sccmws-01";"sccmws01.gw-ad.local";"172.30.5.11|192.168.254.47";"4";"4";;"1000";;"";"АТЛАНТА";"К";"";"PoweredOn";"SmetaninAV"
