"Name";"Domain name";"IP Address";"NumCpu";"MemoryGB";"SSD/GB";"SAS/GB";"NLSAS/GB";"RAW/GB";"Organization";"Organisation prefix";"Services";"PowerState";"Responsible"
"atl-ic-vdi-207";"atl-ic-vdi-207.gw-ad.local";"172.19.27.45";"2";"6";;"100";;"";"";"";"";"PoweredOn";""
"atl-ic-vdi-205";"atl-ic-vdi-205.gw-ad.local";"172.19.27.43";"2";"18";;"100";;"";"42-sol";"МТ";"";"PoweredOn";"Норматова ТН"
"atl-ic-vdi-212";"atl-ic-vdi-212.gw-ad.local";"172.19.27.53";"2";"6";;"100";;"";"";"";"";"PoweredOn";""
"atl-ic-vdi-202";"atl-ic-vdi-202.gw-ad.local";"172.19.27.38";"2";"6";;"100";;"";"42-sol";"МТ";"WS-VDI";"PoweredOn";"Козлов Владимир Александрович"
"atl-ic-vdi-305";"atl-ic-vdi-305.gw-ad.local";"172.19.27.70";"2";"6";"100";;;"";"Атланта";"К";"";"PoweredOn";""
"atl-ic-vdi-203";"atl-ic-vdi-203.gw-ad.local";"172.19.27.40";"2";"6";;"100";;"";"Аскона-Тех";"ЛН-ТЕХ";"";"PoweredOn";""
"atl-sig-14";;"";"2";"6";"100";;;"";"Атланта";"К";"";"PoweredOff";""
"atl-sig-43";;"";"2";"6";"100";;;"";"";"";"";"PoweredOff";""
"atl-sig-42";;"";"2";"6";"100";;;"";"";"";"";"PoweredOff";""
"atl-sig-31";;"";"2";"6";"100";;;"";"Атланта";"К";"";"PoweredOff";""
"atl-sig-07";;"";"2";"6";"100";;;"";"Атланта";"К";"";"PoweredOff";""
"atl-sig-01";;"";"2";"6";"100";;;"";"Атланта";"К";"";"PoweredOff";""
"atl-ic-vdi-307";"atl-ic-vdi-307.gw-ad.local";"172.19.27.56";"2";"6";"100";;;"";"Адапта";"МТ";"";"PoweredOn";""
"atl-sig-41";;"";"2";"6";"100";;;"";"";"";"";"PoweredOff";""
"atl-sig-40";;"";"2";"6";"100";;;"";"";"";"";"PoweredOff";""
"atl-ic-vdi-209";;"";"2";"10";;"100";;"";"АТЛАНТА";"К";"";"PoweredOff";""
"atl-web-doc-01";"atl-web-doc-01";"192.168.254.241|fe80::250:56ff:feae:8cca|172.18.0.1|fe80::42:b3ff:fedc:148a";"2";"2";"200";;;"";"";"";"";"PoweredOn";""
"atl-1c-mssql";"MSSQL1C.gw-ad.local";"192.168.254.230|fe80::f9b7:6d96:68d1:c39a";"32";"330";"18160";;;"";"АТЛАНТА";"К";"MS SQL";"PoweredOn";""
"atl-ic-vdi-406";"atl-ic-vdi-406.gw-ad.local";"172.19.27.77";"2";"6";"100";;;"";"";"";"";"PoweredOn";""
"dbg_mediasrv_n";;"";"4";"20";;"210";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg-mir-ad-01";"mir-ad-01.mir.gw-ad.local";"172.18.110.2";"6";"16";;"100";;"";"Школа и детский сад МИР";"МИ";"";"PoweredOn";""
"dbg-skud-forpost";"dbgadm";"172.18.5.40|fe80::250:56ff:feae:48eb";"22";"64";;"3072";;"";"АТЛАНТА";"К";"";"PoweredOn";""
"dbg_Fidelio_new";"fidsv.gw-ad.local";"172.18.5.8";"8";"16";;"300";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg_mir_bolid";"mir-bolid.mir.gw-ad.local";"172.18.110.9|fe80::5876:a63e:fe43:3600";"4";"16";;"200";;"";"Школа и детский сад МИР";"МИ";"";"PoweredOn";""
"dbg_tng_01";"tng";"172.18.5.29|fe80::5732:4f1b:3b6f:fdfb";"4";"16";;"500";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg_bolid";;"";"4";"16";;"200";;"";"";"";"";"PoweredOff";""
"dbg_TNG";"tng_old";"172.18.5.39|fe80::e543:3582:6374:cd09|192.168.122.1";"4";"12";;"300";;"";"Курорт Доброград";"АТ";"Сервер системы торговли TNG";"PoweredOn";""
"dbg-argo";;"";"4";"8";;"100";;"";"АТЛАНТА";"К";"";"PoweredOn";""
"dbg_Asterisk_315126";"asteriskHOTEL";"172.18.5.32|fe80::250:56ff:feae:16b0";"4";"2";;"100";;"";"Администрация города Доброград";"ГУ";"";"PoweredOn";""
"dbg-dhcp-02";;"";"4";"6";;;"200";"";"";"";"";"PoweredOff";""
"dbg_FidelioV8sv_move";"fidsv.gw-ad.local";"";"8";"16";;"300";;"";"Курорт Доброград";"АТ";"";"PoweredOff";""
"dbg_BackupProxies";;"172.18.5.16";"6";"10";;"200";;"";"АТЛАНТА";"К";"Сервер для бекапирования файлов в ЦоД Атланта (veam)";"PoweredOn";""
"dbg-parkonika-01";"aps-srv";"";"2";"6";;"2308";;"";"СЗ Доброград";"СЗД";"";"PoweredOff";""
"dbg_Asterisk03_mir";"";"172.18.110.8|fe80::250:56ff:feae:15d0|192.168.83.2|fe80::250:56ff:feae:750c";"4";"2";;"100";;"";"Школа и детский сад МИР";"МИ";"";"PoweredOn";""
"dbg_ROS-DOBROGRAD-GW-1_move";"ROS-DG-GW-1";"84.53.218.148|172.18.31.3|172.18.254.35|10.255.48.3|172.18.29.3|172.18.0.251";"2";"2";;"0,125";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg-mir-dhcp-01";"mir-dhcp-01.mir.gw-ad.local";"172.18.110.6|fe80::c8f5:979f:c832:3b1f";"2";"8";;"100";;"";"Школа и детский сад МИР";"МИ";"";"PoweredOn";""
"dbg_vm_komarov";"dbg-vm-komarov.gw-ad.local";"10.2.1.1|fe80::b551:f1ec:2afb:8b31|fe80::a5ba:bc86:53b2:251|172.18.38.243|192.168.0.100|fe80::31e1:4669:79a3:f8a7|169.254.248.167|172.18.9.200|fe80::550c:d655:2aed:c957|169.254.201.87|172.18.117.6|fe80::fc39:389a:22dc:81f4|172.18.39.254|172.18.22.243";"2";"8";;;"200";"";"АТЛАНТА";"К";"";"PoweredOn";""
"dbg-SCADA-BMC";"srvscadadbg.gw-ad.local";"172.18.5.54|172.18.42.11";"2";"8";;"1024";;"";"Курорт Доброград ООО";"АТК3";"";"PoweredOn";""
"dbg_profiles_move";"SRVPROF.gw-ad.local";"172.18.5.14|fe80::412b:5d38:61eb:4b45";"4";"4";;"700";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg-micros-01n_move";"dbg-micros-01.gw-ad.local";"172.18.5.28";"4";"6";;"300";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg_Asterisk03";"asteriskHOTEL";"";"4";"2";;"100";;"";"АТЛАНТА";"К";"";"PoweredOff";""
"dbg-lyrix";"dbg-lyrix.gw-ad.local";"";"4";"16";;;"300";"";"СЗ Доброград";"СЗД";"СКУД для КПП";"PoweredOff";""
"dbg_FidelioV8Home_move";"fidhom.gw-ad.local";"172.18.5.7|fe80::d0e9:ceb:4f2e:1949";"4";"6";;"300";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg_Asterisk03n";"asteriskHOTEL";"172.18.5.9|fe80::250:56ff:feae:65da|192.168.44.30|fe80::250:56ff:feae:a394";"4";"2";;"100";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg-radius-wifi-guest";"wnas";"172.18.5.31|fe80::250:56ff:fe85:1525|84.53.218.147|fe80::250:56ff:fe85:7992|10.255.0.1|fe80::250:56ff:fe85:4839|10.255.64.1|fe80::250:56ff:fe85:591b";"2";"1";;"150";;"";"Курорт Доброград";"АТ";"Сервер аутентификации гостевых пользователей Wi-Fi (от КовровТелеком).";"PoweredOn";""
"dbg_HotezaTV_korp_1";;"";"4";"8";;"1024";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg_FidelioV8PMS_move";"fidpms.gw-ad.local";"172.18.5.6";"4";"26";;"770";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg_smarthomePO_n";"srv-smarthomePO.gw-ad.local";"172.18.25.132";"4";"8";;"100";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg-zabbix-lvs";"dbg-zabbix-lvs";"172.18.5.33|fe80::250:56ff:feae:397f";"2";"4";;"350";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg-micros-03";"dbg-micros-03.gw-ad.local";"172.18.5.19";"4";"6";;"300";;"";"Курорт Доброград";"АТК3";"";"PoweredOn";""
"dbg-mir-nps-02";"mir-nps-02.mir.gw-ad.local";"169.254.38.193|172.18.110.5";"2";"8";;"100";;"";"Школа и детский сад МИР";"МИ";"";"PoweredOn";""
"dbg-radius-ent-01";"dbg-nps-1-wifi-enterprise.gw-ad.local";"172.18.5.35";"2";"4";;"100";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg-zabbix-servers";"dbg-zabbix-servers";"172.18.5.34";"2";"6";;"350";;"";"Курорт Доброград";"АТ";"Мониторинг серверной инфраструктуры и ИБП";"PoweredOn";""
"DBG-win10-test";"mir-pc-01";"";"4";"6";;"100";;"";"";"";"";"PoweredOff";""
"dbg_ROS_DUDE_n_move";"Dobrograd_dude";"172.18.5.22";"2";"2";;"40";;"";"Атланта";"К";"";"PoweredOn";""
"dbg-lyrix-sql";"dbg-lyrix-sql.gw-ad.local";"";"2";"64";;;"350";"";"СЗ Доброград";"СЗД";"";"PoweredOff";""
"dbg_ROS-DOBROGRAD-CAPSMAN-1_move";"ROS-DG-CAPSMAN-1";"172.18.0.240|172.18.28.254";"2";"4";;"0,125";;"";"Атланта";"К";"";"PoweredOn";""
"dbg-mir-ad-02";"mir-ad-02.mir.gw-ad.local";"172.18.110.3|fe80::250c:769e:ab23:4cc8";"6";"16";;"100";;"";"Школа и детский сад МИР";"МИ";"";"PoweredOn";""
"dbg_asterisk-hotel-k3";"asteriskHOTEL";"172.18.5.20|84.53.218.150|fe80::250:56ff:feae:709b|fe80::250:56ff:feae:8719|192.168.133.2|fe80::250:56ff:feae:42e";"4";"2";;"100";;"";"Курорт Доброград";"АТК3";"";"PoweredOn";""
"dbg_R-keeper";"rkeeperd.gw-ad.local";"172.18.5.11|fe80::8565:229f:8a4f:fb60";"4";"4";;"100";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg_hkac0053v2";;"";"4";"8";;;;"";"АТЛАНТА";"К";"";"PoweredOff";""
"dbg-skud-test";;"";"4";"6";;"100";;"";"Атланта";"К";"";"PoweredOff";""
"dbg-dhcp-01";"dbg-dhcp-01.gw-ad.local";"172.18.5.17|fe80::a5b0:b017:d7a7:5e65";"2";"8";;"100";;"";"Курорт Доброград";"АТ";"DHCP";"PoweredOn";""
"dbg_HotezaTV_korpus_3";"htz-ru-660-Dobrograd2";"172.18.5.41|fe80::250:56ff:feae:2d7a|172.18.7.3|fe80::250:56ff:feae:e52f|10.180.181.206|fe80::301e:59ff:febb:96e6|10.200.200.187|fe80::c8a2:c6ff:fe91:cc17";"4";"16";;"1024";;"";"Курорт Доброград ООО";"АТК3";"";"PoweredOn";""
"dbg_wifi-radius_n";;"";"2";"4,00390625";;;"20";"";"Атланта";"К";"";"PoweredOff";""
"dbg_HotezaTV_korp_3";;"";"4";"8";;;"1024";"";"";"";"";"PoweredOff";""
"dbg_Fidelio8sv_k3";"fidsvk3.gw-ad.local";"172.18.5.51";"8";"16";;"300";;"";"Курорт Доброград";"АТК3";"";"PoweredOn";""
"dbg-mir-nps-01";"mir-nps-01.mir.gw-ad.local";"172.18.110.4";"2";"8";;"100";;"";"Школа и детский сад МИР";"МИ";"";"PoweredOn";""
"dbg-podsvetka-01";"podsvetka_lesa";"172.18.255.251|fe80::c182:9072:d208:4da1";"2";"2";;"50";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg-lyrix-backup";"dbg-lyrix-backup.gw-ad.local";"";"4";"16";;;"300";"";"СЗ Доброград";"СЗД";"";"PoweredOff";""
"dbg-srv-dc-01";"WIN-MQCGTPTQEEP";"";"2";"8";;"100";;"";"АТ";"Курорт Доброград";"";"PoweredOff";""
"dbg_bastion";"bastiondbg.gw-ad.local";"172.18.5.15";"4";"8";;"1600";;"";"Атланта";"К";"";"PoweredOn";""
"dbg-mir-dhcp-02";"mir-dhcp-02.mir.gw-ad.local";"169.254.79.220|172.18.110.7";"2";"8";;"100";;"";"Школа и детский сад МИР";"МИ";"";"PoweredOn";""
"dbg_qgis";"dbgqgis";"172.18.5.53|fe80::250:56ff:feae:795a";"8";"16";;;"500";"";"Градострой";"ХК";"";"PoweredOn";""
"dbg_temp_move";"DBGTEMP.gw-ad.local";"";"4";"4";;"400";;"";"Атланта";"К";"";"PoweredOff";""
"dbg-biotime_move";"srv-biotime.gw-ad.local";"172.18.5.37|fe80::588e:2527:b43a:e4e7";"4";"8";;"200";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg-vm-light_n";;"";"4";"16";;"931,509765625";;"";"СЗ Доброград";"СЗД";"";"PoweredOn";""
"dbg-keyotel_move";"KEYOTEL.gw-ad.local";"172.18.5.13";"4";"4";;"200";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"dbg_Fidelio8PMS_k3";"fidpmsk3.gw-ad.local";"172.18.5.52";"4";"26";;"770";;"";"Курорт Доброград";"АТК3";"";"PoweredOn";""
"dbg-mir-lvs";"mir-lvs.mir.gw-ad.local";"172.18.110.10|fe80::2395:1b08:3f79:a81f|fe80::9ff3:beb8:ea1e:1af8|172.18.112.19|fe80::6f71:9a5a:abb1:7f7c|192.168.192.167";"2";"4";;"200";;"";" Школа и детский сад МИР";"МИ";"";"PoweredOn";""
"dbg-radius-ent-02";"dbg-nps-2-wifi-enterprise.gw-ad.local";"172.18.5.36";"2";"4";;"100";;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"mis-srv-dc-05";"mis-srv-dc-05.gw-ad.local";"192.168.47.2";"4";"10";;"100";;"";"ПКМЦ";"АМС";"Infrastructure master";"PoweredOn";""
"mis-vp_ISpace";"MISVP.gw-ad.local";"192.168.40.21";"4";"8";;"700";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-softrust";"mis-softrust.gw-ad.local";"10.133.160.5|192.168.47.31";"8";"20";"200";;;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-radius-ent-02";"mis-nps-2-wifi-enterprise.gw-ad.local";"192.168.47.65";"2";"4";;"100";;"";"Атланта";"К";"";"PoweredOn";""
"mis-dhcp-01";"mis-dhcp-01.gw-ad.local";"192.168.47.73|fe80::c8eb:93a7:59c8:7523";"2";"8";;"100";;"";"ПКМЦ";"АМС";"dhcp";"PoweredOn";""
"mis-rt-01";"mis-rt-01.gw-ad.local";"192.168.47.37|fe80::244d:bef3:7a9e:4b7c|10.133.160.6|fe80::bc77:3df3:3395:695c";"2";"4";;"200";;"";"";"";"";"PoweredOn";""
"mis-win2k8r2-web";"miswinweb.gw-ad.local";"10.109.0.170|fe80::193:e58a:d5e8:847d|fe80::f479:fec8:720e:8947|10.100.10.33|fe80::9cb9:b076:1db5:ba59|192.168.47.7";"2";"8";;"200";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-medbase";"mis-medbase.gw-ad.local";"192.168.47.21";"6";"8";;"100";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-radius-ent-01";"mis-nps-1-wifi-enterprise.gw-ad.local";"192.168.47.64";"2";"4";;"100";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-vpacs01";"misvp01.gw-ad.local";"192.168.40.22";"4";"6";;"200";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-bd-analitic";"mis-bd-analitic.gw-ad.local";"192.168.47.30";"4";"8";;"670";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-ts02-old";"mists02.gw-ad.local";"192.168.47.11";"16";"58";;"280";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-vpacs02";"MISVP02.gw-ad.local";"192.168.40.23";"4";"6";;"200";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-holtds";"HOLTDS.gw-ad.local";"192.168.40.121";"4";"4";;"200";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-srv-dc-02";"mis-srv-dc-02.gw-ad.local";"192.168.47.74";"4";"10";;"100";;"";"ПКМЦ";"АМС";"Infrastructure master";"PoweredOn";""
"mis-srv-dc-06";"mis-srv-dc-06.gw-ad.local";"192.168.47.3";"4";"10";;"100";;"";"ПКМЦ";"АМС";"Infrastructure master";"PoweredOn";""
"pkmc-exch-mbx-32";"exch-mbx-32.gw-ad.local";"192.168.47.72";"12";"22";;"1200";;"";"ПКМЦ";"АМС";"Exchange New 2";"PoweredOn";""
"mis_FSS_ELN";"MIS_FSS_ELN.gw-ad.local";"192.168.47.36|fe80::8d4a:240a:2ab5:9ee9";"2";"4";;"200";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-srv-dc-04";"mis-srv-dc-04.gw-ad.local";"192.168.47.76";"4";"10";;"100";;"";"ПКМЦ";"АМС";"Infrastructure master";"PoweredOn";""
"mis-brok";"misbrok.gw-ad.local";"192.168.47.9";"4";"4";;"200";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-web_clinicalcenter";"localhost.localdomain";"";"2";"2";;"100";;"";"ПКМЦ";"АМС";"";"PoweredOff";""
"win7ADCentral";;"";"1";"1";;;;"";"Атланта";"К";"";"PoweredOff";""
"mis-infc";;"";"4";"4";;;"200";"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-dhcp-02";"mis-dhcp-02.gw-ad.local";"192.168.47.77|fe80::bd87:bf77:6a86:6646";"2";"8";;;;"";"ПКМЦ";"АМС";"dhcp";"PoweredOn";""
"mis-BackupStorage";;"";"4";"8";;;"100";"";"ПКМЦ";"АМС";"";"PoweredOff";""
"test1111";;"";"3";"4";;;"50";"";"";"";"";"PoweredOff";""
"mis-exch_DAG";"dagmis.gw-ad.local";"";"2";"4";;;"200";"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-db-test2";"mis-db-test.gw-ad.local";"192.168.47.17";"4";"16";;"1500";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-exch_CAS2";"cas02.gw-ad.local";"";"6";"12";;;"200";"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-ts04";"mists04.gw-ad.local";"";"16";"52";;"200";;"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-forum";"MISFORUM.gw-ad.local";"192.168.40.120";"4";"10";;"800";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"MIS-SERVICE";;"";"4";"8";;"200";;"";"";"";"";"PoweredOn";""
"MIS-CBD";;"";"4";"16";;"200";;"";"";"";"";"PoweredOn";""
"mis-pkmc-apteka";"mis-pkmc-apteka.gw-ad.local";"192.168.47.38";"4";"6";;"600";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-ts03n";"MISTS03.gw-ad.local";"192.168.47.12";"12";"44";;"300";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-MikroTik_VPN";"ROS-KVR-VPN_PKMC_USERS-1";"192.168.47.59|185.189.16.121";"1";"0,125";;"0,125";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-bd";"mis-bd.gw-ad.local";"10.100.10.33|fe80::d68:87a0:d28:9a32|192.168.47.6";"16";"82";"700";"1490";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-egisz";"misegisz.gw-ad.local";"192.168.47.22";"4";"4";;"200";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"ftp_pkmc";"ftppkmc.gw-ad.local";"";"4";"4";;"100";;"";"ПКМЦ";"АМС";"";"PoweredOff";""
"asteriskOdKovrov";;"";"1";"2";;"50";;"";"Атланта";"К";"";"PoweredOff";""
"OS X 10.8 Mountain Lion";;"";"6";"12";;;"150";"";"Атланта";"К";"";"PoweredOff";""
"mis-vpacs02-old";"MISVP02.gw-ad.local";"";"4";"6";;;"200";"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-asterisk-2020";;"";"12";"16";"100";;;"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-exch_MB3";;"";"4";"40";;;"1420";"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-KT-bd_HOLTBD";"HOLTBD";"192.168.40.25";"6";"8";;"3800";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-bc";"mis-bc.gw-ad.local";"10.100.10.33|fe80::7951:63e3:90d7:d126|192.168.47.5";"4";"2";;"850";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-share";"misshare.gw-ad.local";"192.168.47.25";"6";"6";;"5222";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-ts01";"MISTS01.gw-ad.local";"192.168.47.10";"16";"52";;"280";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-vpacs03";"MISVP03.gw-ad.local";"192.168.40.26";"4";"4";;"200";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-kas-01";"mis-kas-01.gw-ad.local";"192.168.47.60";"4";"10";;"200";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"BackupProxies047";"bproxy047.gw-ad.local";"192.168.47.55";"8";"10";;"200";;"";"АТЛАНТА";"К";"Backup";"PoweredOn";"SmetaninAV"
"pkmc-exch-mbx-31";"exch-mbx-31.gw-ad.local";"192.168.47.71";"12";"28";;"1840";;"";"ПКМЦ";"АМС";"exhange 2016";"PoweredOn";""
"mis-OLAP";"MISOLAP.gw-ad.local";"192.168.47.26";"4";"20";;"200";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-skud-01";"mis-skud-01.gw-ad.local";"172.30.3.10";"2";"4";;"100";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"pkmc-zabbix-lvs";"pkmc-zabbix-lvs";"192.168.47.66";"2";"4";;"150";;"";"Атланта";"К";"";"PoweredOn";""
"store-backup-pkmc";;"";"2";"6";;;"3872";"3772";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-vpacs04";"MISVP04.gw-ad.local";"192.168.40.34";"4";"6";;;;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"mis-infinity01";;"";"8";"12";;;"800";"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-DICOM";"MISDICOM.gw-ad.local";"192.168.47.50|192.168.40.20";"6";"6";;"2448";;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"MedDream";"MedDream.gw-ad.local";"";"4";"4";;;"500";"";"ПКМЦ";"АМС";"";"PoweredOff";""
"MIS-PKMC";;"";"4";"16";;"200";;"";"";"";"";"PoweredOn";""
"mis-exch_HT2";"HT02.gw-ad.local";"";"4";"4";;;"200";"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-Cleverens-1c";;"";"4";"4";;;"200";"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-hasp01";"mishasp01.gw-ad.local";"";"4";"2";;;;"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-vpn_csp_win7";;"";"1";"2";;;;"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-PACS-Linux";;"";"4";"8";;;"620";"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-hasp02";"mishasp01";"";"4";"2";;;;"";"ПКМЦ";"АМС";"";"PoweredOff";""
"mis-infinity-03new";;"";"6";"8";;"1100";;"";"ПКМЦ";"АМС";"";"PoweredOff";""
"misPacs-Ubuntu";;"";"2";"4";;;"100";"";"ПКМЦ";"АМС";"";"PoweredOff";""
"ltv-pmt-1c-mssql-11-pmt";"1c-mssql-11-pmt.gw-ad.local";"192.168.254.190";"48";"1024";"23800";"4600";"";"";"Литвуд";"ЛН";"MS SQL";"PoweredOn";""
"ltv-pmt-1c-app-13-pmt";"1c-app-13-pmt.gw-ad.local";"192.168.254.205";"48";"191";"400";"977";"";"";"Литвуд";"ЛН";"1C APP";"PoweredOn";""
"ltv-pmt-1c-app-15-pmt";"1c-app-13-pmt.gw-ad.local";"192.168.254.206";"48";"256";"850";"560";"";"";"Литвуд";"ЛН";"1C APP";"PoweredOn";""
"ask-asbap-pa";"vm-cognos-pa.hcaskona.com";"192.168.10.41";"20";"352";"800";"";"";"";"Аскона-Век";"АВ-БСП";"Cognos";"PoweredOn";""
